START
14.241801,-25.468879,0
15.027256,-24.683425,29
16.598165,-24.683425,40
19.739983,-24.683425,51
21.310892,-24.683425,62
24.45271,-24.683425,73
26.023619,-24.683425,85
26.809074,-25.468879,97
28.379983,-26.254334,108
29.165437,-26.254334,119
29.950892,-27.039788,130
30.736346,-27.825243,141
31.521801,-29.396152,152
33.09271,-31.752516,163
33.09271,-34.108879,174
33.09271,-35.679788,185
33.878165,-40.392516,196
32.307256,-43.534334,207
32.307256,-49.032516,218
32.307256,-52.174334,229
32.307256,-55.316152,240
32.307256,-56.887061,251
32.307256,-58.45797,262
32.307256,-59.243425,284
33.878165,-59.243425,400
35.449074,-59.243425,411
37.805437,-59.243425,421
39.376346,-59.243425,432
40.947256,-59.243425,443
42.518165,-58.45797,454
43.303619,-57.672516,465
44.874528,-56.887061,476
46.445437,-56.101606,487
46.445437,-55.316152,498
48.016346,-54.530697,509
48.016346,-53.745243,520
48.016346,-51.388879,531
48.801801,-49.032516,542
48.801801,-47.461606,553
48.801801,-45.105243,564
48.801801,-42.748879,575
48.801801,-41.963425,586
48.801801,-41.17797,597
48.801801,-40.392516,608
48.801801,-38.821606,619
48.801801,-38.036152,630
48.801801,-36.465243,641
48.801801,-34.894334,652
48.801801,-33.323425,663
48.801801,-32.53797,674
49.587256,-29.396152,685
50.37271,-29.396152,696
51.158165,-28.610697,707
52.729074,-27.039788,729
53.514528,-27.039788,740
55.870892,-25.468879,751
56.656346,-25.468879,762
58.227256,-24.683425,773
59.01271,-24.683425,784
60.583619,-24.683425,804
61.369074,-24.683425,824
62.154528,-24.683425,846
62.939983,-25.468879,857
63.725437,-26.254334,874
63.725437,-27.039788,885
64.510892,-28.610697,907
65.296346,-30.181606,927
65.296346,-30.967061,938
65.296346,-32.53797,949
65.296346,-33.323425,960
65.296346,-37.250697,971
65.296346,-38.821606,982
65.296346,-41.17797,993
65.296346,-41.963425,1004
65.296346,-42.748879,1015
65.296346,-44.319788,1026
65.296346,-45.105243,1037
65.296346,-45.890697,1048
65.296346,-46.676152,1059
64.510892,-49.032516,1070
64.510892,-49.81797,1081
64.510892,-51.388879,1092
65.296346,-52.959788,1103
66.081801,-54.530697,1114
66.867256,-58.45797,1136
68.438165,-60.028879,1147
69.223619,-61.599788,1166
70.009074,-62.385243,1195
70.009074,-63.170697,1219
70.794528,-62.385243,1289
72.365437,-61.599788,1300
73.150892,-60.028879,1311
74.721801,-59.243425,1322
75.507256,-57.672516,1333
77.078165,-55.316152,1344
77.863619,-52.959788,1366
78.649074,-51.388879,1377
79.434528,-47.461606,1388
80.219983,-46.676152,1403
81.005437,-45.105243,1414
81.005437,-44.319788,1425
81.005437,-43.534334,1438
81.005437,-42.748879,1463
81.005437,-41.963425,1485
BREAK
